seed,id,task,valid,score,repair_distance,error_type,error_position,length,max_depth,max_pairing_distance,vae_nll_per_token,vae_ppl,block_index,on_boundary
1234,0,structured,True,1.0,,valid,,,,,0.04826813191175461,1.0494520091763269,,
1234,1,structured,True,1.0,,valid,,,,,0.02289235219359398,1.0231563930774858,,
1234,2,structured,True,1.0,,valid,,,,,0.003147174371406436,1.003152131924065,,
1234,3,structured,True,1.0,,valid,,,,,0.009476839564740658,1.0095218869987912,,
1234,4,structured,True,1.0,,valid,,,,,0.012943665497004986,1.0130277973348356,,
1234,5,structured,True,1.0,,valid,,,,,0.029451018199324608,1.0298889884192595,,
1234,6,structured,True,1.0,,valid,,,,,0.008294659666717052,1.0083291556677765,,
1234,7,structured,True,1.0,,valid,,,,,0.013767238706350327,1.0138624435379922,,
1234,8,structured,True,1.0,,valid,,,,,0.034443680197000504,1.0350437332753915,,
1234,9,structured,True,1.0,,valid,,,,,0.017239920794963837,1.0173893859163614,,
1234,10,structured,True,1.0,,valid,,,,,0.010433405637741089,1.0104880233988274,,
1234,11,structured,True,1.0,,valid,,,,,0.010452772490680218,1.0105075935612788,,
1234,12,structured,True,1.0,,valid,,,,,0.029421666637063026,1.0298587600121212,,
1234,13,structured,True,1.0,,valid,,,,,0.027303704991936684,1.0276798668790599,,
1234,14,structured,True,1.0,,valid,,,,,0.029451018199324608,1.0298889884192595,,
1234,15,structured,True,1.0,,valid,,,,,0.022949732840061188,1.0232151041371809,,
