seed,id,task,valid,score,repair_distance,error_type,error_position,length,max_depth,max_pairing_distance,vae_nll_per_token,vae_ppl,block_index,on_boundary
1234,0,dyck,True,1.0,0,,,32,8,25,0.00017195404507219791,1.0001719688300164,,
1234,1,dyck,True,1.0,0,,,32,8,27,0.00020143289293628186,1.0002014531819037,,
1234,2,dyck,True,1.0,0,,,32,5,25,0.00015529633674304932,1.0001553083958434,,
1234,3,dyck,True,1.0,0,,,32,6,31,0.000191535335034132,1.0001915536790975,,
1234,4,dyck,True,1.0,0,,,32,8,31,0.00021896391990594566,1.000218987894255,,
1234,5,dyck,True,1.0,0,,,32,6,21,0.0001550813321955502,1.000155093357927,,
1234,6,dyck,True,1.0,0,,,32,5,11,0.00015653687296435237,1.0001565491255,,
1234,7,dyck,True,1.0,0,,,32,7,27,0.00016219861572608352,1.0001622117706328,,
1234,8,dyck,True,1.0,0,,,32,7,31,0.00016489105473738164,1.0001649046500145,,
1234,9,dyck,True,1.0,0,,,32,8,29,0.0001379975292365998,1.0001380070513337,,
1234,10,dyck,True,1.0,0,,,32,6,29,0.00013018230674788356,1.0001301907808322,,
1234,11,dyck,True,1.0,0,,,32,5,23,0.00014954870857764035,1.0001495598915433,,
1234,12,dyck,True,1.0,0,,,32,7,27,0.00018022976291831583,1.0001802460052778,,
1234,13,dyck,True,1.0,0,,,32,6,13,0.0001419220061507076,1.000141932077555,,
1234,14,dyck,True,1.0,0,,,32,5,15,0.00011828605784103274,1.0001182930539125,,
1234,15,dyck,True,1.0,0,,,32,6,15,0.0001404845097567886,1.0001404943781675,,
1234,16,dyck,True,1.0,0,,,32,8,31,0.00017314197611995041,1.000173156966057,,
1234,17,dyck,True,1.0,0,,,32,8,27,0.0001838760363170877,1.0001838929425517,,
1234,18,dyck,True,1.0,0,,,32,7,31,0.0001642093702685088,1.0001642228533651,,
1234,19,dyck,True,1.0,0,,,32,5,27,0.00015079358126968145,1.0001508049511934,,
1234,20,dyck,True,1.0,0,,,32,6,29,0.00014032617036718875,1.0001403360165448,,
1234,21,dyck,True,1.0,0,,,32,8,29,0.00014610178186558187,1.0001461124552506,,
1234,22,dyck,True,1.0,0,,,32,5,11,0.0001460228522773832,1.000146033514133,,
1234,23,dyck,True,1.0,0,,,32,7,19,0.00019360004807822406,1.000193618789777,,
1234,24,dyck,True,1.0,0,,,32,8,27,0.0001745494664646685,1.000174564701109,,
1234,25,dyck,True,1.0,0,,,32,8,19,0.000140131771331653,1.000140141590247,,
1234,26,dyck,True,1.0,0,,,32,8,31,0.00017200915317516774,1.0001720239475977,,
1234,27,dyck,True,1.0,0,,,32,5,21,0.00012501602759584785,1.000125023842425,,
1234,28,dyck,True,1.0,0,,,32,6,27,0.0001741866290103644,1.000174201800382,,
1234,29,dyck,True,1.0,0,,,32,4,11,0.00016247514577116817,1.0001624883455726,,
1234,30,dyck,True,1.0,0,,,32,7,27,0.00020038214279338717,1.000200402220636,,
1234,31,dyck,True,1.0,0,,,32,5,11,0.00014086373266763985,1.000140873654429,,
1234,32,dyck,True,1.0,0,,,32,6,27,0.00012050897203152999,1.0001205162335294,,
1234,33,dyck,True,1.0,0,,,32,8,31,0.00027852237690240145,1.0002785611678608,,
1234,34,dyck,True,1.0,0,,,32,8,25,0.00016435123689007014,1.0001643647432945,,
1234,35,dyck,True,1.0,0,,,32,7,27,0.000166877027368173,1.000166890952114,,
1234,36,dyck,True,1.0,0,,,32,8,31,0.00015838508261367679,1.0001583976261932,,
1234,37,dyck,True,1.0,0,,,32,7,31,0.00024403554562013596,1.0002440653247162,,
1234,38,dyck,True,1.0,0,,,32,8,31,0.0002471368061378598,1.0002471673469542,,
1234,39,dyck,True,1.0,0,,,32,8,29,0.00017982718418352306,1.000179843354061,,
1234,40,dyck,True,1.0,0,,,32,8,23,0.000195313710719347,1.000195332785684,,
1234,41,dyck,True,1.0,0,,,32,8,25,0.00016839374438859522,1.000168407923411,,
1234,42,dyck,True,1.0,0,,,32,8,29,0.00016269012121483684,1.0001627033559704,,
1234,43,dyck,True,1.0,0,,,32,5,17,0.0001270653447136283,1.0001270734178564,,
1234,44,dyck,True,1.0,0,,,32,8,29,0.0001431374839739874,1.0001431477286324,,
1234,45,dyck,True,1.0,0,,,32,8,27,0.00016854150453582406,1.0001685557084532,,
1234,46,dyck,True,1.0,0,,,32,6,29,0.0001254749804502353,1.0001254828527648,,
1234,47,dyck,True,1.0,0,,,32,8,31,0.00020280246098991483,1.0002028230267992,,
1234,48,dyck,True,1.0,0,,,32,8,31,0.00021313413162715733,1.00021315684632,,
1234,49,dyck,True,1.0,0,,,32,8,31,0.00016552419401705265,1.0001655378939023,,
1234,50,dyck,True,1.0,0,,,32,8,31,0.00018901043222285807,1.0001890282958201,,
1234,51,dyck,True,1.0,0,,,32,6,17,0.0001573155605001375,1.0001573279352418,,
1234,52,dyck,True,1.0,0,,,32,6,29,0.0001325029879808426,1.0001325117668896,,
1234,53,dyck,True,1.0,0,,,32,8,25,0.00016523507656529546,1.0001652487286325,,
1234,54,dyck,True,1.0,0,,,32,8,27,0.00016301136929541826,1.0001630246563706,,
1234,55,dyck,True,1.0,0,,,32,8,25,0.0001341462484560907,1.0001341552464664,,
1234,56,dyck,True,1.0,0,,,32,8,25,0.0001609368628123775,1.000160949813844,,
1234,57,dyck,True,1.0,0,,,32,8,29,0.00015149949467740953,1.0001515109713055,,
1234,58,dyck,True,1.0,0,,,32,6,19,0.00013496569590643048,1.0001349748041857,,
1234,59,dyck,True,1.0,0,,,32,8,25,0.0002094617229886353,1.000209483661627,,
1234,60,dyck,True,1.0,0,,,32,8,27,0.00024043260782491416,1.000240461514061,,
1234,61,dyck,True,1.0,0,,,32,8,31,0.00020755399600602686,1.000207575536827,,
1234,62,dyck,True,1.0,0,,,32,7,19,0.0001514476607553661,1.0001514591295313,,
1234,63,dyck,True,1.0,0,,,32,8,29,0.0001611423649592325,1.0001611553490874,,
2025,0,dyck,True,1.0,0,,,32,6,27,0.00013455979933496565,1.0001345688529109,,
2025,1,dyck,True,1.0,0,,,32,7,15,0.00012965449423063546,1.0001296628997378,,
2025,2,dyck,True,1.0,0,,,32,8,31,0.00017114549700636417,1.0001711601432324,,
2025,3,dyck,True,1.0,0,,,32,4,27,0.00011129436461487785,1.0001113005580624,,
2025,4,dyck,True,1.0,0,,,32,5,31,0.0001437831815565005,1.0001437935188535,,
2025,5,dyck,True,1.0,0,,,32,8,31,0.00021213985746726394,1.000212162360718,,
2025,6,dyck,True,1.0,0,,,32,8,31,0.00027889481862075627,1.0002789337133964,,
2025,7,dyck,True,1.0,0,,,32,8,31,0.00021548036602325737,1.000215503583585,,
2025,8,dyck,True,1.0,0,,,32,5,25,0.00012162372877355665,1.0001216311252392,,
2025,9,dyck,True,1.0,0,,,32,8,27,0.0001631498889764771,1.0001631631986434,,
2025,10,dyck,True,1.0,0,,,32,8,31,0.00019883722416125238,1.0001988569935925,,
2025,11,dyck,True,1.0,0,,,32,8,25,0.0001703518646536395,1.0001703663753565,,
2025,12,dyck,True,1.0,0,,,32,8,31,0.00023045385023579001,1.0002304804067643,,
