seed,id,task,valid,score,repair_distance,error_type,error_position,length,max_depth,max_pairing_distance,vae_nll_per_token,vae_ppl,block_index,on_boundary
1234,simple_0,tool_call,False,0.0,,parse_error,,,,,,,,
1234,simple_1,tool_call,False,0.0,,parse_error,,,,,,,,
1234,simple_2,tool_call,False,0.0,,parse_error,,,,,,,,
1234,simple_3,tool_call,False,0.0,,parse_error,,,,,,,,
1234,simple_4,tool_call,False,0.0,,parse_error,,,,,,,,
1234,simple_5,tool_call,False,0.0,,parse_error,,,,,,,,
1234,simple_6,tool_call,False,0.0,,parse_error,,,,,,,,
1234,simple_7,tool_call,False,0.0,,parse_error,,,,,,,,
1234,simple_8,tool_call,False,0.0,,parse_error,,,,,,,,
1234,simple_9,tool_call,False,0.0,,parse_error,,,,,,,,
1234,simple_10,tool_call,False,0.0,,parse_error,,,,,,,,
1234,simple_11,tool_call,False,0.0,,parse_error,,,,,,,,
1234,simple_12,tool_call,False,0.0,,parse_error,,,,,,,,
1234,simple_13,tool_call,False,0.0,,parse_error,,,,,,,,
1234,simple_14,tool_call,False,0.0,,parse_error,,,,,,,,
1234,simple_15,tool_call,False,0.0,,parse_error,,,,,,,,
1234,simple_16,tool_call,False,0.0,,parse_error,,,,,,,,
1234,simple_17,tool_call,False,0.0,,parse_error,,,,,,,,
1234,simple_18,tool_call,False,0.0,,parse_error,,,,,,,,
1234,simple_19,tool_call,False,0.0,,parse_error,,,,,,,,
1234,simple_20,tool_call,False,0.0,,parse_error,,,,,,,,
1234,simple_21,tool_call,False,0.0,,parse_error,,,,,,,,
1234,simple_22,tool_call,False,0.0,,parse_error,,,,,,,,
1234,simple_23,tool_call,False,0.0,,parse_error,,,,,,,,
1234,simple_24,tool_call,False,0.0,,parse_error,,,,,,,,
1234,simple_25,tool_call,False,0.0,,parse_error,,,,,,,,
1234,simple_26,tool_call,False,0.0,,parse_error,,,,,,,,
1234,simple_27,tool_call,False,0.0,,parse_error,,,,,,,,
1234,simple_28,tool_call,False,0.0,,parse_error,,,,,,,,
1234,simple_29,tool_call,False,0.0,,parse_error,,,,,,,,
1234,simple_30,tool_call,False,0.0,,parse_error,,,,,,,,
1234,simple_31,tool_call,False,0.0,,parse_error,,,,,,,,
1234,simple_32,tool_call,False,0.0,,parse_error,,,,,,,,
1234,simple_33,tool_call,False,0.0,,parse_error,,,,,,,,
1234,simple_34,tool_call,False,0.0,,parse_error,,,,,,,,
1234,simple_35,tool_call,False,0.0,,parse_error,,,,,,,,
1234,simple_36,tool_call,False,0.0,,parse_error,,,,,,,,
1234,simple_37,tool_call,False,0.0,,parse_error,,,,,,,,
1234,simple_38,tool_call,False,0.0,,parse_error,,,,,,,,
1234,simple_39,tool_call,False,0.0,,parse_error,,,,,,,,
1234,simple_40,tool_call,False,0.0,,parse_error,,,,,,,,
1234,simple_41,tool_call,False,0.0,,parse_error,,,,,,,,
1234,simple_42,tool_call,False,0.0,,parse_error,,,,,,,,
1234,simple_43,tool_call,False,0.0,,parse_error,,,,,,,,
1234,simple_44,tool_call,False,0.0,,parse_error,,,,,,,,
1234,simple_45,tool_call,False,0.0,,parse_error,,,,,,,,
1234,simple_46,tool_call,False,0.0,,parse_error,,,,,,,,
1234,simple_47,tool_call,False,0.0,,parse_error,,,,,,,,
1234,simple_48,tool_call,False,0.0,,parse_error,,,,,,,,
1234,simple_49,tool_call,False,0.0,,parse_error,,,,,,,,
1234,simple_50,tool_call,False,0.0,,parse_error,,,,,,,,
1234,simple_51,tool_call,False,0.0,,parse_error,,,,,,,,
1234,simple_52,tool_call,False,0.0,,parse_error,,,,,,,,
1234,simple_53,tool_call,False,0.0,,parse_error,,,,,,,,
1234,simple_54,tool_call,False,0.0,,parse_error,,,,,,,,
1234,simple_55,tool_call,False,0.0,,parse_error,,,,,,,,
1234,simple_56,tool_call,False,0.0,,parse_error,,,,,,,,
1234,simple_57,tool_call,False,0.0,,parse_error,,,,,,,,
1234,simple_58,tool_call,False,0.0,,parse_error,,,,,,,,
1234,simple_59,tool_call,False,0.0,,parse_error,,,,,,,,
1234,simple_60,tool_call,False,0.0,,parse_error,,,,,,,,
1234,simple_61,tool_call,False,0.0,,parse_error,,,,,,,,
1234,simple_62,tool_call,False,0.0,,parse_error,,,,,,,,
1234,simple_63,tool_call,False,0.0,,parse_error,,,,,,,,
1234,simple_64,tool_call,False,0.0,,parse_error,,,,,,,,
1234,simple_65,tool_call,False,0.0,,parse_error,,,,,,,,
1234,simple_66,tool_call,False,0.0,,parse_error,,,,,,,,
1234,simple_67,tool_call,False,0.0,,parse_error,,,,,,,,
1234,simple_68,tool_call,False,0.0,,parse_error,,,,,,,,
1234,simple_69,tool_call,False,0.0,,parse_error,,,,,,,,
1234,simple_70,tool_call,False,0.0,,parse_error,,,,,,,,
1234,simple_71,tool_call,False,0.0,,parse_error,,,,,,,,
1234,simple_72,tool_call,False,0.0,,parse_error,,,,,,,,
1234,simple_73,tool_call,False,0.0,,parse_error,,,,,,,,
1234,simple_74,tool_call,False,0.0,,parse_error,,,,,,,,
1234,simple_75,tool_call,False,0.0,,parse_error,,,,,,,,
1234,simple_76,tool_call,False,0.0,,parse_error,,,,,,,,
1234,simple_77,tool_call,False,0.0,,parse_error,,,,,,,,
1234,simple_78,tool_call,False,0.0,,parse_error,,,,,,,,
1234,simple_79,tool_call,False,0.0,,parse_error,,,,,,,,
1234,simple_80,tool_call,False,0.0,,parse_error,,,,,,,,
1234,simple_81,tool_call,False,0.0,,parse_error,,,,,,,,
1234,simple_82,tool_call,False,0.0,,parse_error,,,,,,,,
1234,simple_83,tool_call,False,0.0,,parse_error,,,,,,,,
1234,simple_84,tool_call,False,0.0,,parse_error,,,,,,,,
1234,simple_85,tool_call,False,0.0,,parse_error,,,,,,,,
1234,simple_86,tool_call,False,0.0,,parse_error,,,,,,,,
1234,simple_87,tool_call,False,0.0,,parse_error,,,,,,,,
1234,simple_88,tool_call,False,0.0,,parse_error,,,,,,,,
1234,simple_89,tool_call,False,0.0,,parse_error,,,,,,,,
1234,simple_90,tool_call,False,0.0,,parse_error,,,,,,,,
1234,simple_91,tool_call,False,0.0,,parse_error,,,,,,,,
